id,operator_name
"392","Imperial College, Knightsbridge"
"393","Snow Hill, Farringdon"
"393","Snow Hill, Farringdon"
"394","Aberdeen Place, St. John's Wood"
"395","Cadogan Gardens, Chelsea"
"396","Shouldham Street, Marylebone"
"396","Shouldham Street, Marylebone"
"397","Devonshire Terrace, Bayswater"
"398","Holland Park, Kensington"
"399","Brick Lane Market, Shoreditch"
"400","George Street, Marylebone"
"401",Columbia Road
"402","Penfold Street, Marylebone"
"403","George Place Mews, Marylebone"
"404","Palace Gate, Kensington Gardens"
"404","Palace Gate, Kensington Gardens"
"405","Gloucester Road Station, South Kensington"
"406","Speakers' Corner 2, Hyde Park"
"406","Speakers' Corner 2, Hyde Park"
"408","Marylebone Flyover, Paddington"
"408","Marylebone Flyover, Paddington"
"409","Strata, Elephant &amp; Castle"
"409","Strata, Elephant &amp; Castle"
"410","Edgware Road Station, Marylebone"
"410","Edgware Road Station, Marylebone"
"411","Walworth Road, Elephant &amp; Castle"
"411","Walworth Road, Elephant &amp; Castle"
"412","Cleaver Street, Kennington"
"412","Cleaver Street, Kennington"
"419","Chelsea Bridge, Pimlico"
"420","Southwark Station 1, Southwark"
"420","Southwark Station 1, Southwark"
"421","Southwark Station 2, Southwark"
"421","Southwark Station 2, Southwark"
"423","Eaton Square (South), Belgravia"
"423","Eaton Square (South), Belgravia"
"424","Ebury Bridge, Pimlico"
"425","Harrington Square 2, Camden Town"
"425","Harrington Square 2, Camden Town"
"426","Vincent Street, Pimlico"
"427","Cheapside, Bank"
"428","Exhibition Road, Knightsbridge"
"428","Exhibition Road, Knightsbridge"
"430","South Parade, Chelsea"
"431","Crinan Street, King's Cross"
"432","Exhibition Road Museums, South Kensington"
"432","Exhibition Road Museums, South Kensington"
"433","Wren Street, Holborn"
"435","Kennington Station, Kennington"
"436","Red Lion Street, Holborn"
"437","Vauxhall Walk, Vauxhall"
"437","Vauxhall Walk, Vauxhall"
"439","Killick Street, King's Cross"
"440","Kennington Oval, Oval"
"441","Sail Street, Vauxhall"
"442","Walmer Road, Avondale"
"443","Philpot Street, Whitechapel"
"444","Bethnal Green Garden, Bethnal Green"
"445","Cheshire Street, Bethnal Green"
"446","York Hall, Bethnal Green"
"447","Jubilee Crescent, Cubitt Town"
"448","Fisherman's Walk West, Canary Wharf"
"449","Shadwell Station, Shadwell"
"449","Shadwell Station, Shadwell"
"450","Jubilee Street, Stepney"
"451","Hermitage Court, Wapping"
"452","St Katharines Way, Tower"
"453","Garnet Street, Shadwell"
"454","Napier Avenue, Millwall"
"455","East Ferry Road, Cubitt Town"
"456","Parkway, Camden Town"
"457","Castlehaven Road, Camden Town"
"458","Wapping Lane 2, Wapping"
"459","Gun Makers Lane, Old Ford"
"460","Burdett Road, Mile End"
"461","Aston Street, Stepney"
"462","Bonny Street, Camden Town"
"463","Thurtle Road, Haggerston"
"464","St. Mary &amp; St. Michael Church, Stepney"
"465","Pitfield Street (North),Hoxton"
"466","Whiston Road, Haggerston"
"467","Southern Grove, Bow"
"468","Cantrell Road, Bow"
"469","Lindfield Street, Poplar"
"470","Mostyn Grove, Bow"
"471","Hewison Street, Old Ford"
"472","Malmesbury Road, Bow"
"473","Millharbour, Millwall"
"474","Castalia Square, Cubitt Town"
"475","Lightermans Road, Millwall"
"476","Stebondale Street, Cubitt Town"
"477","Spindrift Avenue, Millwall"
"478","Stepney Green Station, Stepney"
"479","Pott Street, Bethnal Green"
"479","Pott Street, Bethnal Green"
"480","Flamborough Street, Limehouse"
"481","Saunders Ness Road, Cubitt Town"
"482","Thornfield House, Poplar"
"483","Albert Gardens, Stepney"
"484","Bromley High Street, Bow"
"485","Old Ford Road, Bethnal Green"
"486","Granby Street, Shoreditch"
"487","Canton Street, Poplar"
"488","Reardon Street, Wapping"
"489","Christian Street, Whitechapel"
"490","Pennington Street, Wapping"
"491","Queen Mary's, Mile End"
"492","The Green Bridge, Mile End"
"492","The Green Bridge, Mile End"
"494","South Quay East, Canary Wharf"
"495","Bow Church Station, Bow"
"496","Devons Road, Bow"
"497","Merchant Street, Bow"
"498","Bow Road Station, Bow"
"499","Furze Green, Bow"
"500","Ansell House, Stepney"
"501","Cephas Street, Bethnal Green"
"503","Cleveland Way, Bethnal Green"
"504","St John's Park, Cubitt Town"
"505","Ackroyd Drive, Bow"
"506","Bell Lane, Liverpool Street"
"507","Clarkson Street, Bethnal Green"
"508","Fournier Street, Whitechapel"
"508","Fournier Street, Whitechapel"
"509","Fore Street Avenue, Guildhall"
"509","Fore Street Avenue, Guildhall"
"509","Fore Street Avenue, Guildhall"
"510","Westferry DLR, Limehouse"
"511","Sutton Street, Shadwell"
"512","Pritchard's Road, Bethnal Green"
"513","Watney Market, Stepney"
"514","Portman Square, Marylebone"
"515","Russell Gardens, Holland Park"
"516","Chrisp Street Market, Poplar"
"517","Ford Road, Old Ford"
"518","Antill Road, Mile End"
"519","Teviot Street, Poplar"
"520","Bancroft Road, Bethnal Green"
"521","Driffield Road, Old Ford"
"522","Clinton Road, Mile End"
"522","Clinton Road, Mile End"
"523","Langdon Park, Poplar"
"524","Lancaster Gate , Bayswater"
"525","Churchill Place, Canary Wharf"
"526","Lancaster Drive, Blackwall"
"527","Hansard Mews, Holland Park"
"527","Hansard Mews, Holland Park"
"528","Clarges Street, Mayfair"
"528","Clarges Street, Mayfair"
"529","Manresa Road, Chelsea"
"530","Newby Place, Poplar"
"531","Twig Folly Bridge, Mile End"
"532","Jubilee Plaza, Canary Wharf"
"532","Jubilee Plaza, Canary Wharf"
"533","Wellington Row, Bethnal Green"
"534","Goldsmith's Row, Haggerston"
"535","Gloucester Avenue, Camden Town"
"536","Queensbridge Road, Haggerston"
"537","Old Montague Street, Whitechapel"
"538","Naval Row, Blackwall"
"539","Hoxton Station, Haggerston"
"540","Albany Street, Regent's Park"
"541","Green Park Station, Mayfair"
"542","Salmon Lane, Limehouse"
"543","Lansdowne Walk, Ladbroke Grove"
"544","Percival Street, Finsbury"
"545","Arlington Road, Camden Town"
"546","New Fetter Lane, Holborn"
"546","New Fetter Lane, Holborn"
"547","East India DLR, Blackwall"
"548","Westminster Bridge Road, Elephant &amp; Castle"
"549","Gaywood  Street, Elephant &amp; Castle"
"549","Gaywood  Street, Elephant &amp; Castle"
"550","Harford Street, Mile End"
"551","Import Dock, Canary Wharf"
"552","Watney Street, Shadwell"
"552","Watney Street, Shadwell"
"553","Regent's Row , Haggerston"
"554","Aberfeldy Street, Poplar"
"555","Westfield Eastern Access Road 1, Shepherd's Bush"
"556","Heron Quays DLR, Canary Wharf"
"556","Heron Quays DLR, Canary Wharf"
"556","Heron Quays DLR, Canary Wharf"
"557","King Edward Street, St Pauls"
"557","King Edward Street, St Pauls"
"558","Page Street, Westminster"
"559","Abbotsbury Road, Holland Park"
"560","Ladbroke Grove Central, Ladbroke Grove"
"561","Rectory Square, Stepney"
"562","Bury Place, Holborn"
"562","Bury Place, Holborn"
"563","Preston's Road, Cubitt Town"
"564","Somerset House, Strand"
"564","Somerset House, Strand"
"565","Selby Street, Whitechapel"
"566","Westfield Ariel Way, White City"
"568","Bishop's Bridge Road West, Bayswater"
"569","Pitfield Street Central, Hoxton"
"570","Upper Bank Street, Canary Wharf"
"571","Westfield Southern Terrace ,Shepherd's Bush"
"572","Greenland Road, Camden Town"
"573","Limerston Street, Chelsea"
"574","Eagle Wharf Road, Hoxton"
"576","Alpha Grove, Millwall"
"577","Globe Town Market, Bethnal Green"
"578","Hollybush Gardens, Bethnal Green"
"578","Hollybush Gardens, Bethnal Green"
"579","Queen Street 2, Bank"
"579","Queen Street 2, Bank"
"580","Doddington Grove, Kennington"
"581","New Cavendish Street, Marylebone"
"583","Abingdon Green, Great College Street"
"584","Ilchester Gardens, Bayswater"
"584","Ilchester Gardens, Bayswater"
"586","Mudchute DLR, Cubitt Town"
"587","Monument Street, Monument"
"587","Monument Street, Monument"
"588","Hoxton Street, Hoxton"
"589","Drayton Gardens, Chelsea"
"590","Greenberreet, St.John's Wood"
"591","Westfield Library Corner, Shepherd's Bush"
"592","Bishop's Bridge Road East, Bayswater"
"592","Bishop's Bridge Road East, Bayswater"
"593","Northdown Street, King's Cross"
"594","Kingsway Southbound, Strand"
"594","Kingsway Southbound, Strand"
"594","Kingsway Southbound, Strand"
"594","Kingsway Southbound, Strand"
"595","Hammersmith Road, Hammersmith"
"596","Parson's Green , Parson's Green"
"597","Fulham Park Road, Fulham"
"598","Southerton Road, Hammersmith"
"599","Manbre Road, Hammersmith"
"600","South Lambeth Road, Vauxhall"
"601","BBC White City, White City"
"602","Union Grove, Wandsworth Road"
"602","Union Grove, Wandsworth Road"
"603","Caldwell Street, Stockwell"
"604","St Martin's Close, Camden Town"
"605","Seymour Place, Marylebone"
"606","Addison Road, Holland Park"
"607","Putney Bridge Station, Fulham"
"608","Colet Gardens, Hammersmith"
"608","Colet Gardens, Hammersmith"
"609","Sugden Road, Battersea"
"610","Danvers Street, West Chelsea"
"611","Princedale Road , Holland Park"
"612","Wandsworth Rd, Isley Court, Wandsworth Road"
"613","Woodstock Grove, Shepherd's Bush"
"613","Woodstock Grove, Shepherd's Bush"
"614","Bradmead, Battersea Park"
"615","Finlay Street, Fulham"
"616","Aintree Street, Fulham"
"617","Elysium Place, Fulham"
"618","Eel Brook Common, Walham Green"
"619","Irene Road, Parsons Green"
"620","Surrey Lane, Battersea"
"621","Wandsworth Town Station, Wandsworth"
"622","Lansdowne Road, Ladbroke Grove"
"623","Nantes Close, Clapham Junction"
"624","Courland Grove, Wandsworth Road"
"624","Courland Grove, Wandsworth Road"
"625","Queen's Circus, Battersea Park"
"625","Queen's Circus, Battersea Park"
"626","Normand Park, Fulham"
"627","Holden Street, Battersea"
"628","William Morris Way, Sands End"
"629","Morie Street, Wandsworth"
"630","Clarence Walk, Stockwell"
"631","Battersea Park Road, Nine Elms"
"632","Sheepcote Lane, Battersea"
"633","Vereker Road North, West Kensington"
"634","Brook Green South, Brook Green"
"635","Greyhound Road, Hammersmith"
"636","South Park, Sands End"
"637","Spencer Park, Wandsworth Common"
"638","Falcon Road, Clapham Junction"
"639","Coomer Place, West Kensington"
"640","Silverthorne Road, Battersea"
"641","Archbishop's Park, Waterloo"
"642","Fawcett Close, Battersea"
"643","All Saints' Road, Portobello"
"644","Rainville Road, Hammersmith"
"645","Great Suffolk Street, The Borough"
"646","Buckingham Gate, Westminster"
"646","Buckingham Gate, Westminster"
"647","Richmond Way, Shepherd's Bush"
"648","Peterborough Road, Sands End"
"649","World's End Place, West Chelsea"
"650","St. Mark's Road, North Kensington"
"651","Thorndike Close, West Chelsea"
"651","Thorndike Close, West Chelsea"
"652","Evesham Street, Avondale"
"653","Simpson Street, Battersea"
"654","Ashmole Estate, Oval"
"655","Crabtree Lane, Fulham"
"656","Broomhouse Lane, Parsons Green"
"657","Blythe Road West, Shepherd's Bush"
"658","Ethelburga Estate, Battersea Park"
"659","Grant Road West, Clapham Junction"
"659","Grant Road West, Clapham Junction"
"659","Grant Road West, Clapham Junction"
"660","West Kensington Station, West Kensington"
"661","All Saints Church, Portobello"
"662","Phene Street, Chelsea"
"663","Clarendon Road, Avondale"
"664","Austin Road, Battersea"
"665","Smugglers Way, Wandsworth"
"666","Olympia Way, Olympia"
"667","Shepherd's Bush Road North, Shepherd's Bush"
"668","Ravenscourt Park Station, Hammersmith"
"669","Teversham Lane, Stockwell"
"670","Ashley Crescent, Battersea"
"671","Parsons Green Station, Parsons Green"
"672","Grant Road Central, Clapham Junction"
"672","Grant Road Central, Clapham Junction"
"672","Grant Road Central, Clapham Junction"
"673","Hibbert Street, Battersea"
"674","Carnegie Street, King's Cross"
"675","Usk Road, Battersea"
"676","Hartington Road, Stockwell"
"677","Heath Road, Battersea"
"678","Esmond Street, Putney"
"679","Orbel Street, Battersea"
"680","Westbridge Road, Battersea"
"681","Bishop's Avenue, Fulham"
"682","Crisp Road, Hammersmith"
"683","Dorothy Road, Clapham Junction"
"684","Neville Gill Close, Wandsworth"
"685","Osiers Road, Wandsworth"
"685","Osiers Road, Wandsworth"
"686","Beryl Road, Hammersmith"
"687","Maclise Road, Olympia"
"687","Maclise Road, Olympia"
"688","Northfields, Wandsworth"
"688","Northfields, Wandsworth"
"689","Spanish Road, Clapham Junction"
"690","Stanley Grove, Battersea"
"691","Erin Close, Walham Green"
"691","Erin Close, Walham Green"
"692","Cadogan Close, Victoria Park"
"693","Felsham Road, Putney"
"694","Putney Rail Station, Putney"
"694","Putney Rail Station, Putney"
"695","Islington Green, Angel"
"696","Charing Cross Hospital, Hammersmith"
"697","Charlotte Terrace, Angel"
"698","Shoreditch Court, Haggerston"
"699","Belford House, Haggerston"
"700","Battersea Church Road, Battersea"
"701","Vicarage Crescent, Battersea"
"702","Durant Street, Bethnal Green"
"703","St. Bride Street, Holborn"
"703","St. Bride Street, Holborn"
"704","Mexfield Road, East Putney"
"704","Mexfield Road, East Putney"
"705","Upper Richmond Road, East Putney"
"705","Upper Richmond Road, East Putney"
"706","Snowsfields, London Bridge"
"706","Snowsfields, London Bridge"
"707","Barons Court Station, West Kensington"
"707","Barons Court Station, West Kensington"
"708","Disraeli Road, Putney"
"708","Disraeli Road, Putney"
"709","Montserrat Road , Putney"
"710","Albert Bridge Road, Battersea Park"
"711","Everington Street, Fulham"
"712","Mile End Stadium, Mile End"
"713","Hawley Crescent, Camden Town"
"714","Stewart's Road, Nine Elms"
"715","Aylward Street, Stepney"
"716","Stainsby Road , Poplar"
"717","Dunston Road , Haggerston"
"718","Ada Street, Hackney Central"
"719","Victoria Park Road, Hackney Central"
"720","Star Road, West Kensington"
"721","Wendon Street, Old Ford"
"722","Finnis Street, Bethnal Green"
"723","Stephendale Road, Sands End"
"724","Alma Road, Wandsworth"
"726","Alfreda Street, Battersea Park"
"727","Chesilton Road, Fulham"
"728","Putney Bridge Road, East Putney"
"729","St. Peter's Terrace, Fulham"
"730","Bridge Avenue, Hammersmith"
"731","Michael Road, Walham Green"
"732","Duke Street Hill, London Bridge"
"733","Park Lane, Mayfair"
"734","Plough Terrace, Clapham Junction"
"735","Grant Road East, Clapham Junction"
"735","Grant Road East, Clapham Junction"
"735","Grant Road East, Clapham Junction"
"736","Queensdale Road, Shepherd's Bush"
"737","Fulham Broadway, Walham Green"
"737","Fulham Broadway, Walham Green"
"738","Imperial Road, Sands End"
"739","Hortensia Road, West Brompton"
"739","Hortensia Road, West Brompton"
"740","Sirdar Road, Avondale"
"741","Freston Road, Avondale"
"742","Blenheim Crescent, Ladbroke Grove"
"743","Oxford Road, Putney"
"743","Oxford Road, Putney"
"744","Ingrave Street, Battersea"
"745","Upcerne Road, West Chelsea"
"746","Lots Road, West Chelsea"
"747","Ormonde Gate, Chelsea"
"748","Hertford Road, De Beauvoir Town"
"749","Haggerston Road, Haggerston"
"750","Culvert Road, Battersea"
"751","Newton Street, Covent Garden"
"752","Manfred Road, East Putney"
"753","Hammersmith Town Hall, Hammersmith"
"754","Grenfell Road, Avondale"
"755","The Vale, Chelsea"
"756","Prince of Wales Drive, Battersea Park"
"757","Harcourt Terrace, West Brompton"
"758","Westbourne Park Road, Portobello"
"759","Broadley Terrace, Marylebone"
"759","Broadley Terrace, Marylebone"
"760","Rossmore Road, Marylebone"
"761","Humbolt Road, Fulham"
"762","Storey's Gate, Westminster"
"763","Mile End Park Leisure Centre, Mile End"
"764","St. John's Road, Clapham Junction"
"765","Ranelagh Gardens, Fulham"
"766","Ram Street, Wandsworth"
"767","Santos Road, Wandsworth"
"767","Santos Road, Wandsworth"
"768","Clapham Common North side, Clapham Common"
"769","Sandilands Road, Walham Green"
"770","Gwendwr Road, West Kensington"
"771","Rifle Place, Avondale"
"772","Binfield Road, Stockwell"
"772","Binfield Road, Stockwell"
"772","Binfield Road, Stockwell"
"773","Tallis Street, Temple"
"773","Tallis Street, Temple"
"774","Hurlingham Park, Parsons Green"
"775","Little Brook Green, Brook Green"
"776","Abyssinia Close, Clapham Junction"
"777","Limburg Road, Clapham Common"
"779","Houndsditch, Aldgate"
"779","Houndsditch, Aldgate"
"780","Imperial Wharf Station, Sands End"
"781","Victoria &amp; Albert Museum, South Kensington"
"781","Victoria &amp; Albert Museum, South Kensington"
"782","Halford Road, West Kensington"
"783","Monier Road, Hackney Wick"
"784","East Village, Queen Elizabeth Olympic Park"
"785","Aquatic Centre, Newham"
"786","Lee Valley VeloPark, Queen Elizabeth Olympic Park"
"787","Timber Lodge, Queen Elizabeth Olympic Park"
"788","Copper Box Arena, Queen Elizabeth Olympic Park"
"789","Podium, Queen Elizabeth Olympic Park"
"790","Stratford Station, Stratford"
"792","Blackfriars road, Southwark"
"792","Blackfriars road, Southwark"
"793","Cromer Street, Bloomsbury"
"793","Cromer Street, Bloomsbury"
"794","Lansdowne Way Bus Garage, Stockwell"
"795","Euston Square Gardens, Euston"
"795","Euston Square Gardens, Euston"
"796","Coram Street, Bloomsbury"
"796","Coram Street, Bloomsbury"
"797","Ossulston Street, Somers Town"
"798","Birkenhead Street, King's Cross"
"798","Birkenhead Street, King's Cross"
"798","Birkenhead Street, King's Cross"
"799","Kings Gate House, Westminster"
"799","Kings Gate House, Westminster"
"799","Kings Gate House, Westminster"
"800","Sopwith Way, Battersea Park"
"801","Lavington Street, Bankside"
"801","Lavington Street, Bankside"
"802","Albert Square, Stockwell"
"803","Southwark Street, Bankside"
"803","Southwark Street, Bankside"
"803","Southwark Street, Bankside"
"803","Southwark Street, Bankside"
"804","Good's Way, Camden"
"805","Bevington Road, North Kensington"
"806","Handyside Street, King's Cross"
"807","Bevington Road West, North Kensington"
"808","Stockwell Roundabout, Stockwell"
"808","Stockwell Roundabout, Stockwell"
"809","Lincoln's Inn Fields, Holborn"
"809","Lincoln's Inn Fields, Holborn"
"810","Tate Modern, Bankside"
"810","Tate Modern, Bankside"
"810","Tate Modern, Bankside"
"811","Westferry Circus, Canary Wharf"
"812","Here East North, Queen Elizabeth Olympic Park"
"813","New Spring Gardens Walk, Vauxhall"
"813","New Spring Gardens Walk, Vauxhall"
"814","Clapham Road, Lingham Street, Stockwell"
"814","Clapham Road, Lingham Street, Stockwell"
"815","Lambeth Palace Road, Waterloo"
"816","Here East South, Here East"
"817","Riverlight South, Nine Elms"
"818","One Tower Bridge, Bermondsey"
"818","One Tower Bridge, Bermondsey"
"819","Belvedere Road 2, South Bank"
"819","Belvedere Road 2, South Bank"
"819","Belvedere Road 2, South Bank"
"819","Belvedere Road 2, South Bank"
"819","Belvedere Road 2, South Bank"
"820","Victory Place, Walworth"
"821",Battersea Power Station
"826","Allington street, Off Victoria Street, Westminster"
"826","Allington street, Off Victoria Street, Westminster"
"826","Allington street, Off Victoria Street, Westminster"
"827","Cranmer Road, Lambeth"
"828","Normandy Road, Lambeth"
"829","Wynne Road, Stockwell"
"830","Sidney Road, Lambeth"
"831","St John's Crescent, Brixton"
"832","Ferndale Road, Brixton"
"833","Saltoun Road, Brixton"
"834","Gas Holders, Battersea Park"
"834","Gas Holders, Battersea Park"
"835","Farringdon Street, Holborn"
"835","Farringdon Street, Holborn"
"835","Farringdon Street, Holborn"
"836","York Way, Kings Cross"
"838","Fore Street Avenue, Guildhall"
"838","Fore Street Avenue, Guildhall"
"838","Fore Street Avenue, Guildhall"
"839","Sea Containers, South Bank"
"839","Sea Containers, South Bank"
"8001","Lodge Road, St. John's Wood"
"8001","Lodge Road, St. John's Wood"
"8002","Maida Vale, Maida Vale"
"79001","Wansey Street, Walworth"
"79001","Wansey Street, Walworth"
"79002","Arundel Street, Temple"
"79002","Arundel Street, Temple"
"79002","Arundel Street, Temple"
"183001","Milford Lane, Temple"
"183001","Milford Lane, Temple"
"183002","Riverlight North, Nine Elms"
"259001","Embankment (Horse Guards), Westminster"
"259002","Bourne Street, Belgravia"
"259002","Bourne Street, Belgravia"
"302001","Fore Street Avenue, Guildhall"
"302001","Fore Street Avenue, Guildhall"
"302001","Fore Street Avenue, Guildhall"
"302002","Putney Pier, Wandsworth"
"502001","South Quay West, Canary Wharf"
"502001","South Quay West, Canary Wharf"
"502002","Bonner Gate, Victoria Park"
"725001","Thessaly Road North, Wandsworth Road"
"725002","Walworth Square, Walworth"
"725002","Walworth Square, Walworth"
